wavenumber,intensity
924.00,0.0056
928.00,0.0014
932.00,0.0011
936.00,0.0000
940.00,0.0000
944.00,0.0055
948.00,0.0000
952.00,0.0059
956.00,0.0000
960.00,0.0040
964.00,0.0000
968.00,0.0014
972.00,0.0038
976.00,0.0015
980.00,0.0026
984.00,0.0000
988.00,0.0000
992.00,0.0064
996.00,0.0000
1000.00,0.0011
1004.00,0.0000
1008.00,0.0000
1012.00,0.0000
1016.00,0.0000
1020.00,0.0052
1024.00,0.0000
1028.00,0.0000
1032.00,0.0000
1036.00,0.0028
1040.00,0.0000
1044.00,0.0000
1048.00,0.0000
1052.00,0.0000
1056.00,0.0051
1060.00,0.0000
1064.00,0.0000
1068.00,0.0000
1072.00,0.0023
1076.00,0.0003
1080.00,0.0010
1084.00,0.0005
1088.00,0.0000
1092.00,0.0000
1096.00,0.0000
1100.00,0.0000
1104.00,0.0067
1108.00,0.0000
1112.00,0.0001
1116.00,0.0011
1120.00,0.0037
1124.00,0.0082
1128.00,0.0000
1132.00,0.0000
1136.00,0.0033
1140.00,0.0007
1144.00,0.0062
1148.00,0.0023
1152.00,0.0000
1156.00,0.0000
1160.00,0.0014
1164.00,0.0016
1168.00,0.0000
1172.00,0.0000
1176.00,0.0000
1180.00,0.0020
1184.00,0.0000
1188.00,0.0000
1192.00,0.0000
1196.00,0.0000
1200.00,0.0000
1204.00,0.0000
1208.00,0.0000
1212.00,0.0000
1216.00,0.0006
1220.00,0.0002
1224.00,0.0040
1228.00,0.0074
1232.00,0.0027
1236.00,0.0000
1240.00,0.0024
1244.00,0.0000
1248.00,0.0000
1252.00,0.0000
1256.00,0.0010
1260.00,0.0038
1264.00,0.0068
1268.00,0.0041
1272.00,0.0022
1276.00,0.0000
1280.00,0.0003
1284.00,0.0017
1288.00,0.0000
1292.00,0.0057
1296.00,0.0000
1300.00,0.0000
1304.00,0.0012
1308.00,0.0062
1312.00,0.0000
1316.00,0.0000
1320.00,0.0040
1324.00,0.0000
1328.00,0.0063
1332.00,0.0000
1336.00,0.0033
1340.00,0.0000
1344.00,0.0015
1348.00,0.0000
1352.00,0.0000
1356.00,0.0024
1360.00,0.0000
1364.00,0.0000
1368.00,0.0000
1372.00,0.0000
1376.00,0.0042
1380.00,0.0000
1384.00,0.0000
1388.00,0.0060
1392.00,0.0000
1396.00,0.0000
1400.00,0.0012
1404.00,0.0000
1408.00,0.0000
1412.00,0.0039
1416.00,0.0010
1420.00,0.0000
1424.00,0.0000
1428.00,0.0000
1432.00,0.0000
1436.00,0.0000
1440.00,0.0036
1444.00,0.0004
1448.00,0.0017
1452.00,0.0000
1456.00,0.0000
1460.00,0.0000
1464.00,0.0003
1468.00,0.0000
1472.00,0.0000
1476.00,0.0034
1480.00,0.0022
1484.00,0.0003
1488.00,0.0032
1492.00,0.0037
1496.00,0.0043
1500.00,0.0005
1504.00,0.0000
1508.00,0.0000
1512.00,0.0028
1516.00,0.0000
1520.00,0.0000
1524.00,0.0017
1528.00,0.0016
1532.00,0.0020
1536.00,0.0000
1540.00,0.0010
1544.00,0.0028
1548.00,0.0000
1552.00,0.0000
1556.00,0.0000
1560.00,0.0047
1564.00,0.0028
1568.00,0.0000
1572.00,0.0000
1576.00,0.0020
1580.00,0.0000
1584.00,0.0017
1588.00,0.0008
1592.00,0.0031
1596.00,0.0000
1600.00,0.0000
1604.00,0.0008
1608.00,0.0007
1612.00,0.0000
1616.00,0.0000
1620.00,0.0000
1624.00,0.0002
1628.00,0.0022
1632.00,0.0000
1636.00,0.0000
1640.00,0.0000
1644.00,0.0000
1648.00,0.0057
1652.00,0.0000
1656.00,0.0042
1660.00,0.0000
1664.00,0.0000
1668.00,0.0045
1672.00,0.0039
1676.00,0.0000
1680.00,0.0027
1684.00,0.0000
1688.00,0.0002
1692.00,0.0005
1696.00,0.0000
1700.00,0.0016
1704.00,0.0012
1708.00,0.0000
1712.00,0.0009
1716.00,0.0000
1720.00,0.0004
1724.00,0.0000
1728.00,0.0003
1732.00,0.0049
1736.00,0.0000
1740.00,0.0000
1744.00,0.0049
1748.00,0.0009
1752.00,0.0000
1756.00,0.0000
1760.00,0.0000
1764.00,0.0029
1768.00,0.0022
1772.00,0.0019
1776.00,0.0007
1780.00,0.0000
1784.00,0.0000
1788.00,0.0009
1792.00,0.0000
1796.00,0.0000
1800.00,0.0000
1804.00,0.0020
1808.00,0.0000
1812.00,0.0032
1816.00,0.0011
1820.00,0.0004
1824.00,0.0000
1828.00,0.0019
1832.00,0.0073
1836.00,0.0000
1840.00,0.0000
1844.00,0.0051
1848.00,0.0016
1852.00,0.0000
1856.00,0.0024
1860.00,0.0010
1864.00,0.0000
1868.00,0.0000
1872.00,0.0026
1876.00,0.0011
1880.00,0.0033
1884.00,0.0020
1888.00,0.0000
1892.00,0.0047
1896.00,0.0000
1900.00,0.0000
1904.00,0.0000
1908.00,0.0000
1912.00,0.0019
1916.00,0.0000
1920.00,0.0000
1924.00,0.0029
1928.00,0.0027
1932.00,0.0000
1936.00,0.0000
1940.00,0.0000
1944.00,0.0000
1948.00,0.0000
1952.00,0.0000
1956.00,0.0000
1960.00,0.0000
1964.00,0.0000
1968.00,0.0042
1972.00,0.0019
1976.00,0.0042
1980.00,0.0027
1984.00,0.0007
1988.00,0.0000
1992.00,0.0000
1996.00,0.0000
2000.00,0.0000
2004.00,0.0000
2008.00,0.0013
2012.00,0.0037
2016.00,0.0000
2020.00,0.0003
2024.00,0.0000
2028.00,0.0000
2032.00,0.0060
2036.00,0.0000
2040.00,0.0000
2044.00,0.0000
2048.00,0.0000
2052.00,0.0032
2056.00,0.0030
2060.00,0.0000
2064.00,0.0034
2068.00,0.0000
2072.00,0.0011
2076.00,0.0054
2080.00,0.0000
2084.00,0.0006
2088.00,0.0046
2092.00,0.0000
2096.00,0.0002
2100.00,0.0000
2104.00,0.0000
2108.00,0.0012
2112.00,0.0000
2116.00,0.0051
2120.00,0.0001
2124.00,0.0000
2128.00,0.0001
2132.00,0.0003
2136.00,0.0000
2140.00,0.0002
2144.00,0.0000
2148.00,0.0000
2152.00,0.0016
2156.00,0.0000
2160.00,0.0000
2164.00,0.0000
2168.00,0.0011
2172.00,0.0000
2176.00,0.0004
2180.00,0.0000
2184.00,0.0000
2188.00,0.0029
2192.00,0.0008
2196.00,0.0000
2200.00,0.0045
2204.00,0.0021
2208.00,0.0000
2212.00,0.0034
2216.00,0.0017
2220.00,0.0025
2224.00,0.0000
2228.00,0.0000
2232.00,0.0000
2236.00,0.0000
2240.00,0.0000
2244.00,0.0033
2248.00,0.0000
2252.00,0.0017
2256.00,0.0000
2260.00,0.0004
2264.00,0.0000
2268.00,0.0000
2272.00,0.0000
2276.00,0.0000
2280.00,0.0020
2284.00,0.0007
2288.00,0.0005
2292.00,0.0000
2296.00,0.0000
2300.00,0.0000
2304.00,0.0000
2308.00,0.0045
2312.00,0.0017
2316.00,0.0010
2320.00,0.0000
2324.00,0.0000
2328.00,0.0020
2332.00,0.0000
2336.00,0.0000
2340.00,0.0059
2344.00,0.0000
2348.00,0.0000
2352.00,0.0000
2356.00,0.0000
2360.00,0.0000
2364.00,0.0039
2368.00,0.0000
2372.00,0.0000
2376.00,0.0008
2380.00,0.0000
2384.00,0.0000
2388.00,0.0000
2392.00,0.0000
2396.00,0.0000
2400.00,0.0000
2404.00,0.0000
2408.00,0.0039
2412.00,0.0036
2416.00,0.0000
2420.00,0.0033
2424.00,0.0000
2428.00,0.0000
2432.00,0.0000
2436.00,0.0000
2440.00,0.0014
2444.00,0.0000
2448.00,0.0051
2452.00,0.0026
2456.00,0.0000
2460.00,0.0000
2464.00,0.0000
2468.00,0.0031
2472.00,0.0000
2476.00,0.0000
2480.00,0.0000
2484.00,0.0040
2488.00,0.0000
2492.00,0.0000
2496.00,0.0000
2500.00,0.0030
2504.00,0.0000
2508.00,0.0000
2512.00,0.0000
2516.00,0.0000
2520.00,0.0000
2524.00,0.0000
2528.00,0.0000
2532.00,0.0066
2536.00,0.0041
2540.00,0.0013
2544.00,0.0076
2548.00,0.0039
2552.00,0.0000
2556.00,0.0000
2560.00,0.0008
2564.00,0.0000
2568.00,0.0007
2572.00,0.0000
2576.00,0.0056
2580.00,0.0000
2584.00,0.0034
2588.00,0.0045
2592.00,0.0000
2596.00,0.0018
2600.00,0.0049
2604.00,0.0044
2608.00,0.0023
2612.00,0.0013
2616.00,0.0002
2620.00,0.0039
2624.00,0.0018
2628.00,0.0004
2632.00,0.0000
2636.00,0.0000
2640.00,0.0000
2644.00,0.0057
2648.00,0.0000
2652.00,0.0000
2656.00,0.0000
2660.00,0.0000
2664.00,0.0000
2668.00,0.0020
2672.00,0.0010
2676.00,0.0036
2680.00,0.0018
2684.00,0.0006
2688.00,0.0000
2692.00,0.0006
2696.00,0.0000
2700.00,0.0033
2704.00,0.0002
2708.00,0.0000
2712.00,0.0000
2716.00,0.0000
2720.00,0.0000
2724.00,0.0010
2728.00,0.0036
2732.00,0.0016
2736.00,0.0025
2740.00,0.0027
2744.00,0.0000
2748.00,0.0044
2752.00,0.0000
2756.00,0.0004
2760.00,0.0000
2764.00,0.0000
2768.00,0.0051
2772.00,0.0000
2776.00,0.0021
2780.00,0.0055
2784.00,0.0000
2788.00,0.0000
2792.00,0.0000
2796.00,0.0000
2800.00,0.0044
2804.00,0.0000
2808.00,0.0000
2812.00,0.0000
2816.00,0.0039
2820.00,0.0013
2824.00,0.0000
2828.00,0.0032
2832.00,0.0000
2836.00,0.0000
2840.00,0.0065
2844.00,0.0000
2848.00,0.0009
2852.00,0.0007
2856.00,0.0003
2860.00,0.0000
2864.00,0.0000
2868.00,0.0000
2872.00,0.0000
2876.00,0.0000
2880.00,0.0000
2884.00,0.0000
2888.00,0.0000
2892.00,0.0013
2896.00,0.0001
2900.00,0.0050
2904.00,0.0018
2908.00,0.0000
2912.00,0.0000
2916.00,0.0000
2920.00,0.0000
2924.00,0.0000
2928.00,0.0059
2932.00,0.0000
2936.00,0.0004
2940.00,0.0000
2944.00,0.0000
2948.00,0.0000
2952.00,0.0000
2956.00,0.0006
2960.00,0.0041
2964.00,0.0000
2968.00,0.0000
2972.00,0.0030
2976.00,0.0000
2980.00,0.0002
2984.00,0.0000
2988.00,0.0057
2992.00,0.0000
2996.00,0.0000
3000.00,0.0020
3004.00,0.0035
3008.00,0.0000
3012.00,0.0036
3016.00,0.0000
3020.00,0.0000
3024.00,0.0000
3028.00,0.0011
3032.00,0.0015
3036.00,0.0000
3040.00,0.0006
3044.00,0.0000
3048.00,0.0000
3052.00,0.0052
3056.00,0.0000
3060.00,0.0003
3064.00,0.0000
3068.00,0.0000
3072.00,0.0003
3076.00,0.0005
3080.00,0.0000
3084.00,0.0000
3088.00,0.0011
3092.00,0.0045
3096.00,0.0024
3100.00,0.0033
3104.00,0.0019
3108.00,0.0000
3112.00,0.0000
3116.00,0.0028
3120.00,0.0000
3124.00,0.0000
3128.00,0.0000
3132.00,0.0000
3136.00,0.0000
3140.00,0.0000
3144.00,0.0000
3148.00,0.0040
3152.00,0.0071
3156.00,0.0018
3160.00,0.0000
3164.00,0.0022
3168.00,0.0013
3172.00,0.0000
3176.00,0.0027
3180.00,0.0000
3184.00,0.0000
3188.00,0.0002
3192.00,0.0021
3196.00,0.0000
3200.00,0.0011
3204.00,0.0000
3208.00,0.0009
3212.00,0.0000
3216.00,0.0000
3220.00,0.0000
3224.00,0.0000
3228.00,0.0000
3232.00,0.0018
3236.00,0.0000
3240.00,0.0008
3244.00,0.0020
3248.00,0.0000
3252.00,0.0000
3256.00,0.0037
3260.00,0.0008
3264.00,0.0000
3268.00,0.0015
3272.00,0.0000
3276.00,0.0014
3280.00,0.0025
3284.00,0.0000
3288.00,0.0015
3292.00,0.0000
3296.00,0.0017
3300.00,0.0000
3304.00,0.0077
3308.00,0.0011
3312.00,0.0000
3316.00,0.0035
3320.00,0.0000
3324.00,0.0004
3328.00,0.0000
3332.00,0.0000
3336.00,0.0000
3340.00,0.0013
3344.00,0.0000
3348.00,0.0003
3352.00,0.0019
3356.00,0.0000
3360.00,0.0025
3364.00,0.0015
3368.00,0.0000
3372.00,0.0000
3376.00,0.0000
3380.00,0.0000
3384.00,0.0000
3388.00,0.0000
3392.00,0.0000
3396.00,0.0003
3400.00,0.0043
3404.00,0.0028
3408.00,0.0026
3412.00,0.0016
3416.00,0.0000
3420.00,0.0000
3424.00,0.0000
3428.00,0.0036
3432.00,0.0037
3436.00,0.0000
3440.00,0.0000
3444.00,0.0051
3448.00,0.0043
3452.00,0.0000
3456.00,0.0000
3460.00,0.0002
3464.00,0.0034
3468.00,0.0000
3472.00,0.0018
3476.00,0.0008
3480.00,0.0009
3484.00,0.0032
3488.00,0.0005
3492.00,0.0000
3496.00,0.0028
3500.00,0.0000
3504.00,0.0027
3508.00,0.0008
3512.00,0.0000
3516.00,0.0008
3520.00,0.0000
3524.00,0.0008
3528.00,0.0000
3532.00,0.0031
3536.00,0.0000
3540.00,0.0000
3544.00,0.0000
3548.00,0.0000
3552.00,0.0000
3556.00,0.0007
3560.00,0.0017
3564.00,0.0002
3568.00,0.0000
3572.00,0.0000
3576.00,0.0029
3580.00,0.0000
3584.00,0.0012
3588.00,0.0000
3592.00,0.0046
3596.00,0.0021
3600.00,0.0000
3604.00,0.0011
3608.00,0.0041
3612.00,0.0000
3616.00,0.0000
3620.00,0.0014
3624.00,0.0056
3628.00,0.0000
3632.00,0.0031
3636.00,0.0000
3640.00,0.0000
3644.00,0.0006
3648.00,0.0000
3652.00,0.0026
3656.00,0.0000
3660.00,0.0000
3664.00,0.0000
3668.00,0.0000
3672.00,0.0091
3676.00,0.0000
3680.00,0.0014
3684.00,0.0009
3688.00,0.0000
3692.00,0.0000
3696.00,0.0000
3700.00,0.0000
3704.00,0.0000
3708.00,0.0000
3712.00,0.0000
3716.00,0.0021
3720.00,0.0018
3724.00,0.0045
3728.00,0.0000
3732.00,0.0023
3736.00,0.0034
3740.00,0.0064
3744.00,0.0000
3748.00,0.0000
3752.00,0.0000
3756.00,0.0000
3760.00,0.0022
3764.00,0.0022
3768.00,0.0000
3772.00,0.0000
3776.00,0.0010
3780.00,0.0000
3784.00,0.0007
3788.00,0.0000
3792.00,0.0032
3796.00,0.0034
3800.00,0.0000
3804.00,0.0041
3808.00,0.0000
3812.00,0.0000
3816.00,0.0018
3820.00,0.0000
3824.00,0.0000
3828.00,0.0000
3832.00,0.0041
3836.00,0.0000
3840.00,0.0000
3844.00,0.0000
3848.00,0.0000
3852.00,0.0000
3856.00,0.0000
3860.00,0.0009
3864.00,0.0003
3868.00,0.0022
3872.00,0.0058
3876.00,0.0000
3880.00,0.0000
3884.00,0.0000
3888.00,0.0000
3892.00,0.0012
3896.00,0.0018
3900.00,0.0000
3904.00,0.0041
3908.00,0.0000
3912.00,0.0000
3916.00,0.0000
3920.00,0.0020
3924.00,0.0023
3928.00,0.0000
3932.00,0.0000
3936.00,0.0000
3940.00,0.0018
3944.00,0.0000
3948.00,0.0000
3952.00,0.0016
3956.00,0.0000
3960.00,0.0024
3964.00,0.0000
3968.00,0.0003
3972.00,0.0018
3976.00,0.0000
3980.00,0.0014
3984.00,0.0015
3988.00,0.0000
3992.00,0.0000
3996.00,0.0025
4000.00,0.0009
