wavenumber,intensity
548.00,0.0758
552.00,0.0554
556.00,0.0175
560.00,0.0293
564.00,0.0259
568.00,0.0147
572.00,0.0226
576.00,0.0000
580.00,0.0237
584.00,0.0816
588.00,0.0362
592.00,0.0035
596.00,0.0375
600.00,0.0417
604.00,0.0359
608.00,0.0527
612.00,0.0000
616.00,0.0490
620.00,0.0000
624.00,0.0221
628.00,0.0000
632.00,0.0239
636.00,0.0000
640.00,0.0213
644.00,0.1013
648.00,0.0000
652.00,0.0188
656.00,0.0220
660.00,0.0150
664.00,0.0353
668.00,0.0000
672.00,0.0685
676.00,0.0383
680.00,0.0485
684.00,0.0329
688.00,0.0714
692.00,0.0203
696.00,0.0989
700.00,0.0517
704.00,0.0757
708.00,0.0857
712.00,0.0838
716.00,0.0796
720.00,0.0546
724.00,0.0000
728.00,0.0575
732.00,0.0304
736.00,0.0265
740.00,0.0000
744.00,0.0135
748.00,0.0282
752.00,0.0261
756.00,0.0179
760.00,0.0462
764.00,0.0000
768.00,0.0000
772.00,0.0000
776.00,0.0226
780.00,0.0325
784.00,0.0250
788.00,0.0269
792.00,0.0000
796.00,0.0490
800.00,0.0340
804.00,0.1040
808.00,0.0181
812.00,0.0184
816.00,0.0534
820.00,0.0000
824.00,0.0029
828.00,0.0635
832.00,0.0308
836.00,0.0027
840.00,0.0664
844.00,0.0236
848.00,0.0183
852.00,0.0000
856.00,0.0476
860.00,0.0000
864.00,0.0453
868.00,0.0359
872.00,0.0081
876.00,0.0674
880.00,0.0147
884.00,0.0167
888.00,0.0000
892.00,0.0000
896.00,0.0244
900.00,0.0241
904.00,0.0156
908.00,0.0148
912.00,0.0443
916.00,0.0000
920.00,0.0172
924.00,0.0000
928.00,0.0315
932.00,0.0000
936.00,0.0546
940.00,0.0248
944.00,0.0204
948.00,0.0000
952.00,0.0000
956.00,0.0037
960.00,0.0000
964.00,0.0000
968.00,0.0000
972.00,0.0000
976.00,0.0347
980.00,0.0215
984.00,0.0570
988.00,0.0000
992.00,0.0744
996.00,0.0000
1000.00,0.0183
1004.00,0.0720
1008.00,0.0473
1012.00,0.0000
1016.00,0.0434
1020.00,0.0657
1024.00,0.0352
1028.00,0.0447
1032.00,0.0000
1036.00,0.0315
1040.00,0.0232
1044.00,0.0048
1048.00,0.0299
1052.00,0.0531
1056.00,0.0584
1060.00,0.0851
1064.00,0.1237
1068.00,0.2430
1072.00,0.3376
1076.00,0.5233
1080.00,0.6870
1084.00,1.0218
1088.00,1.0053
1092.00,0.6709
1096.00,0.4027
1100.00,0.3013
1104.00,0.2154
1108.00,0.1953
1112.00,0.0665
1116.00,0.1204
1120.00,0.0464
1124.00,0.0194
1128.00,0.0689
1132.00,0.0338
1136.00,0.0794
1140.00,0.0000
1144.00,0.0578
1148.00,0.0000
1152.00,0.0000
1156.00,0.0000
1160.00,0.0329
1164.00,0.0015
1168.00,0.0498
1172.00,0.0195
1176.00,0.0000
1180.00,0.0000
1184.00,0.0000
1188.00,0.0000
1192.00,0.0227
1196.00,0.0000
1200.00,0.0000
1204.00,0.0065
1208.00,0.0000
1212.00,0.0078
1216.00,0.0265
1220.00,0.0197
1224.00,0.0000
1228.00,0.0042
1232.00,0.0000
1236.00,0.0000
1240.00,0.0170
1244.00,0.0000
1248.00,0.0169
1252.00,0.0455
1256.00,0.0456
1260.00,0.0000
1264.00,0.0000
1268.00,0.0000
1272.00,0.0349
1276.00,0.0000
1280.00,0.0548
1284.00,0.0211
1288.00,0.0000
1292.00,0.0000
1296.00,0.0000
1300.00,0.0000
1304.00,0.0000
1308.00,0.0442
1312.00,0.0148
1316.00,0.0385
1320.00,0.0000
1324.00,0.0000
1328.00,0.0000
1332.00,0.0000
1336.00,0.0609
1340.00,0.0000
1344.00,0.0323
1348.00,0.0114
1352.00,0.0000
1356.00,0.0322
1360.00,0.0189
1364.00,0.0130
1368.00,0.0011
1372.00,0.0098
1376.00,0.0185
1380.00,0.0535
1384.00,0.0000
1388.00,0.0000
1392.00,0.0000
1396.00,0.0000
1400.00,0.0121
1404.00,0.0554
1408.00,0.0000
1412.00,0.0000
1416.00,0.0000
1420.00,0.0000
1424.00,0.0000
1428.00,0.0696
1432.00,0.0000
1436.00,0.0000
1440.00,0.0000
1444.00,0.0146
1448.00,0.0246
1452.00,0.0026
1456.00,0.0187
1460.00,0.0000
1464.00,0.0000
1468.00,0.0011
1472.00,0.0000
1476.00,0.0000
1480.00,0.0000
1484.00,0.0000
1488.00,0.0001
1492.00,0.0010
1496.00,0.0043
1500.00,0.0480
1504.00,0.0091
1508.00,0.0087
1512.00,0.0443
1516.00,0.0357
1520.00,0.0000
1524.00,0.0127
1528.00,0.0000
1532.00,0.0022
1536.00,0.0466
1540.00,0.0046
1544.00,0.0000
1548.00,0.0000
1552.00,0.0125
1556.00,0.0000
1560.00,0.0257
1564.00,0.0229
1568.00,0.0240
1572.00,0.0361
1576.00,0.0000
1580.00,0.0419
1584.00,0.0000
1588.00,0.0354
1592.00,0.0000
1596.00,0.0000
1600.00,0.0000
1604.00,0.0000
1608.00,0.0280
1612.00,0.0000
1616.00,0.0000
1620.00,0.0045
1624.00,0.0151
1628.00,0.0000
1632.00,0.0044
1636.00,0.0000
1640.00,0.0044
1644.00,0.0000
1648.00,0.0000
1652.00,0.0149
1656.00,0.0000
1660.00,0.0000
1664.00,0.0570
1668.00,0.0146
1672.00,0.0000
1676.00,0.0000
1680.00,0.0084
1684.00,0.0263
1688.00,0.0044
1692.00,0.0175
1696.00,0.0000
1700.00,0.0000
1704.00,0.0315
1708.00,0.0040
1712.00,0.0187
1716.00,0.0000
1720.00,0.0396
1724.00,0.0000
1728.00,0.0000
1732.00,0.0000
1736.00,0.0094
1740.00,0.0000
1744.00,0.0257
1748.00,0.0000
1752.00,0.0000
1756.00,0.0017
1760.00,0.0000
1764.00,0.0000
1768.00,0.0322
1772.00,0.0140
1776.00,0.0000
1780.00,0.0000
1784.00,0.0000
1788.00,0.0000
1792.00,0.0170
1796.00,0.0349
1800.00,0.0124
1804.00,0.0000
1808.00,0.0000
1812.00,0.0000
1816.00,0.0000
1820.00,0.0000
1824.00,0.0143
1828.00,0.0000
1832.00,0.0000
1836.00,0.0000
1840.00,0.0000
1844.00,0.0000
1848.00,0.0072
1852.00,0.0235
1856.00,0.0000
1860.00,0.0204
1864.00,0.0242
1868.00,0.0000
1872.00,0.0000
1876.00,0.0562
1880.00,0.0000
1884.00,0.0183
1888.00,0.0000
1892.00,0.0000
1896.00,0.0000
1900.00,0.0000
1904.00,0.0000
1908.00,0.0000
1912.00,0.0149
1916.00,0.0000
1920.00,0.0651
1924.00,0.0000
1928.00,0.0246
1932.00,0.0114
1936.00,0.0000
1940.00,0.0000
1944.00,0.0000
1948.00,0.0000
1952.00,0.0325
1956.00,0.0000
1960.00,0.0049
1964.00,0.0053
1968.00,0.0797
1972.00,0.0000
1976.00,0.0000
1980.00,0.0000
1984.00,0.0042
1988.00,0.0000
1992.00,0.0000
1996.00,0.0000
2000.00,0.0000
2004.00,0.0000
2008.00,0.0244
2012.00,0.0321
2016.00,0.0167
2020.00,0.0265
2024.00,0.0000
2028.00,0.0000
2032.00,0.0000
2036.00,0.0213
2040.00,0.0285
2044.00,0.0274
2048.00,0.0053
2052.00,0.0088
2056.00,0.0250
2060.00,0.0000
2064.00,0.0000
2068.00,0.0121
2072.00,0.0473
2076.00,0.0191
2080.00,0.0000
2084.00,0.0000
2088.00,0.0045
2092.00,0.0000
2096.00,0.0217
2100.00,0.0149
2104.00,0.0000
2108.00,0.0104
2112.00,0.0021
2116.00,0.0000
2120.00,0.0414
2124.00,0.0055
2128.00,0.0000
2132.00,0.0654
2136.00,0.0000
2140.00,0.0000
2144.00,0.0227
2148.00,0.0270
2152.00,0.0097
2156.00,0.0000
2160.00,0.0000
2164.00,0.0000
2168.00,0.0000
2172.00,0.0189
2176.00,0.0077
2180.00,0.0000
2184.00,0.0000
2188.00,0.0205
2192.00,0.0000
2196.00,0.0051
2200.00,0.0351
2204.00,0.0258
2208.00,0.0059
2212.00,0.0000
2216.00,0.0000
2220.00,0.0000
2224.00,0.0000
2228.00,0.0536
2232.00,0.0000
2236.00,0.0000
2240.00,0.0023
2244.00,0.0175
2248.00,0.0360
2252.00,0.0000
2256.00,0.0244
2260.00,0.0934
2264.00,0.0000
2268.00,0.0000
2272.00,0.0000
2276.00,0.0012
2280.00,0.0061
2284.00,0.0000
2288.00,0.0946
2292.00,0.0000
2296.00,0.0070
2300.00,0.0000
2304.00,0.0162
2308.00,0.0161
2312.00,0.0095
2316.00,0.0427
2320.00,0.0000
2324.00,0.0305
2328.00,0.0000
2332.00,0.0308
2336.00,0.0164
2340.00,0.0175
2344.00,0.0044
2348.00,0.0000
2352.00,0.0000
2356.00,0.0000
2360.00,0.0000
2364.00,0.0000
2368.00,0.0127
2372.00,0.0000
2376.00,0.0163
2380.00,0.0000
2384.00,0.0140
2388.00,0.0028
2392.00,0.0000
2396.00,0.0000
2400.00,0.0392
2404.00,0.0000
2408.00,0.0000
2412.00,0.0403
2416.00,0.0000
2420.00,0.0000
2424.00,0.0050
2428.00,0.0000
2432.00,0.0000
2436.00,0.0000
2440.00,0.0000
2444.00,0.0000
2448.00,0.0000
2452.00,0.0378
2456.00,0.0543
2460.00,0.0084
2464.00,0.0125
2468.00,0.0000
2472.00,0.0000
2476.00,0.0031
2480.00,0.0297
2484.00,0.0185
2488.00,0.0000
2492.00,0.0000
2496.00,0.0000
2500.00,0.0000
2504.00,0.0000
2508.00,0.0000
2512.00,0.0068
2516.00,0.0000
2520.00,0.0088
2524.00,0.0544
2528.00,0.0066
2532.00,0.0000
2536.00,0.0000
2540.00,0.0000
2544.00,0.0169
2548.00,0.0070
2552.00,0.0075
2556.00,0.0000
2560.00,0.0000
2564.00,0.0000
2568.00,0.0014
2572.00,0.0855
2576.00,0.0135
2580.00,0.0614
2584.00,0.0000
2588.00,0.0047
2592.00,0.0309
2596.00,0.0364
2600.00,0.0000
2604.00,0.0000
2608.00,0.0295
2612.00,0.0495
2616.00,0.0000
2620.00,0.0000
2624.00,0.0000
2628.00,0.0000
2632.00,0.0000
2636.00,0.0512
2640.00,0.0424
2644.00,0.0058
2648.00,0.0404
2652.00,0.0226
2656.00,0.0017
2660.00,0.0220
2664.00,0.0223
2668.00,0.0009
2672.00,0.0000
2676.00,0.0000
2680.00,0.0066
2684.00,0.0405
2688.00,0.0000
2692.00,0.0000
2696.00,0.0361
2700.00,0.0000
2704.00,0.0285
2708.00,0.0000
2712.00,0.0000
2716.00,0.0000
2720.00,0.0434
2724.00,0.0028
2728.00,0.0000
2732.00,0.0000
2736.00,0.0592
2740.00,0.0163
2744.00,0.0000
2748.00,0.0253
2752.00,0.0000
2756.00,0.0116
2760.00,0.0000
2764.00,0.0040
2768.00,0.0000
2772.00,0.0117
2776.00,0.0317
2780.00,0.0000
2784.00,0.0178
2788.00,0.0000
2792.00,0.0000
2796.00,0.0061
2800.00,0.0252
2804.00,0.0022
2808.00,0.0000
2812.00,0.0000
2816.00,0.0000
2820.00,0.0000
2824.00,0.0242
2828.00,0.0000
2832.00,0.0070
2836.00,0.0000
2840.00,0.0000
2844.00,0.0000
2848.00,0.0192
2852.00,0.0094
2856.00,0.0000
2860.00,0.0317
2864.00,0.0000
2868.00,0.0000
2872.00,0.0174
2876.00,0.0000
2880.00,0.0000
2884.00,0.0000
2888.00,0.0000
2892.00,0.0439
2896.00,0.0000
2900.00,0.0316
2904.00,0.0000
2908.00,0.0000
2912.00,0.0148
2916.00,0.0000
2920.00,0.0000
2924.00,0.0000
2928.00,0.0000
2932.00,0.0494
2936.00,0.0000
2940.00,0.0463
2944.00,0.0000
2948.00,0.0326
2952.00,0.0000
2956.00,0.0000
2960.00,0.0336
2964.00,0.0274
2968.00,0.0375
2972.00,0.0249
2976.00,0.0000
2980.00,0.0000
2984.00,0.0000
2988.00,0.0000
2992.00,0.0304
2996.00,0.0241
3000.00,0.0099
3004.00,0.0000
3008.00,0.0000
3012.00,0.0000
3016.00,0.0000
3020.00,0.0155
3024.00,0.0194
3028.00,0.0000
3032.00,0.0027
3036.00,0.0047
3040.00,0.0093
3044.00,0.0000
3048.00,0.0073
3052.00,0.0000
3056.00,0.0153
3060.00,0.0109
3064.00,0.0209
3068.00,0.0447
3072.00,0.0145
3076.00,0.0173
3080.00,0.0282
3084.00,0.0000
3088.00,0.0000
3092.00,0.0000
3096.00,0.0000
3100.00,0.0484
3104.00,0.0016
3108.00,0.0000
3112.00,0.0000
3116.00,0.0799
3120.00,0.0000
3124.00,0.0302
3128.00,0.0201
3132.00,0.0533
3136.00,0.0000
3140.00,0.0000
3144.00,0.0000
3148.00,0.0000
3152.00,0.0000
3156.00,0.0187
3160.00,0.0000
3164.00,0.0567
3168.00,0.0000
3172.00,0.0123
3176.00,0.0000
3180.00,0.0302
3184.00,0.0000
3188.00,0.0033
3192.00,0.0000
3196.00,0.0000
3200.00,0.0000
3204.00,0.0126
3208.00,0.0000
3212.00,0.0172
3216.00,0.0000
3220.00,0.0085
3224.00,0.0000
3228.00,0.0239
3232.00,0.0000
3236.00,0.0000
3240.00,0.0086
3244.00,0.0302
3248.00,0.0000
3252.00,0.0000
3256.00,0.0000
3260.00,0.0291
3264.00,0.0000
3268.00,0.0000
3272.00,0.0000
3276.00,0.0243
3280.00,0.0000
3284.00,0.0264
3288.00,0.0000
3292.00,0.0004
3296.00,0.0000
3300.00,0.0000
3304.00,0.0000
3308.00,0.0038
3312.00,0.0000
3316.00,0.0010
3320.00,0.0042
3324.00,0.0169
3328.00,0.0000
3332.00,0.0000
3336.00,0.0666
3340.00,0.0397
3344.00,0.0116
3348.00,0.0000
3352.00,0.0147
3356.00,0.0000
3360.00,0.0280
3364.00,0.0000
3368.00,0.0000
3372.00,0.0519
3376.00,0.0389
3380.00,0.0144
3384.00,0.0000
3388.00,0.0000
3392.00,0.0289
3396.00,0.0000
3400.00,0.0000
3404.00,0.0000
3408.00,0.0000
3412.00,0.0000
3416.00,0.0021
3420.00,0.0000
3424.00,0.0000
3428.00,0.0000
3432.00,0.0000
3436.00,0.0000
3440.00,0.0156
3444.00,0.0573
3448.00,0.0000
3452.00,0.0188
3456.00,0.0000
3460.00,0.0000
3464.00,0.0641
3468.00,0.0000
3472.00,0.0200
3476.00,0.0000
3480.00,0.0000
3484.00,0.0216
3488.00,0.0000
3492.00,0.0000
3496.00,0.0000
3500.00,0.0066
3504.00,0.0000
3508.00,0.0145
3512.00,0.0000
3516.00,0.0000
3520.00,0.0000
3524.00,0.0000
3528.00,0.0000
3532.00,0.0000
3536.00,0.0000
3540.00,0.0694
3544.00,0.0275
3548.00,0.0129
3552.00,0.0514
3556.00,0.0000
3560.00,0.0211
3564.00,0.0000
3568.00,0.0100
3572.00,0.0000
3576.00,0.0000
3580.00,0.0200
3584.00,0.0340
3588.00,0.0082
3592.00,0.0054
3596.00,0.0050
3600.00,0.0000
3604.00,0.0000
3608.00,0.0213
3612.00,0.0091
3616.00,0.0469
3620.00,0.0059
3624.00,0.0000
3628.00,0.0124
3632.00,0.0196
3636.00,0.0000
3640.00,0.0181
3644.00,0.0246
3648.00,0.0000
3652.00,0.0243
3656.00,0.0305
3660.00,0.0000
3664.00,0.0000
3668.00,0.0233
3672.00,0.0031
3676.00,0.0236
3680.00,0.0000
3684.00,0.0000
3688.00,0.0039
3692.00,0.0000
3696.00,0.0083
3700.00,0.0449
3704.00,0.0117
3708.00,0.0000
3712.00,0.0000
3716.00,0.0000
3720.00,0.0621
3724.00,0.0237
3728.00,0.0000
3732.00,0.0000
3736.00,0.0062
3740.00,0.0557
3744.00,0.0000
3748.00,0.0000
3752.00,0.0000
3756.00,0.0000
3760.00,0.0100
3764.00,0.0584
3768.00,0.0209
3772.00,0.0000
3776.00,0.0000
3780.00,0.0000
3784.00,0.0016
3788.00,0.0116
3792.00,0.0000
3796.00,0.0000
3800.00,0.0000
3804.00,0.0000
3808.00,0.0000
3812.00,0.0298
3816.00,0.0000
3820.00,0.0323
3824.00,0.0000
3828.00,0.0000
3832.00,0.0217
3836.00,0.0000
3840.00,0.0056
3844.00,0.0000
3848.00,0.0000
3852.00,0.0000
3856.00,0.0159
3860.00,0.0000
3864.00,0.0384
3868.00,0.0270
3872.00,0.0215
3876.00,0.0120
3880.00,0.0067
3884.00,0.0375
3888.00,0.0259
3892.00,0.0080
3896.00,0.0120
3900.00,0.0476
3904.00,0.0492
3908.00,0.0438
3912.00,0.0000
3916.00,0.0444
3920.00,0.0000
3924.00,0.0270
3928.00,0.0185
3932.00,0.0000
3936.00,0.0206
3940.00,0.0242
3944.00,0.0000
3948.00,0.0045
3952.00,0.0000
3956.00,0.0765
3960.00,0.0000
3964.00,0.0143
3968.00,0.0040
3972.00,0.0313
3976.00,0.0000
3980.00,0.0303
3984.00,0.0416
3988.00,0.0104
3992.00,0.0000
3996.00,0.0188
4000.00,0.0000
