wavenumber,intensity
656.00,0.0000
660.00,0.0000
664.00,0.0043
668.00,0.0025
672.00,0.0046
676.00,0.0021
680.00,0.0081
684.00,0.0062
688.00,0.0108
692.00,0.0117
696.00,0.0138
700.00,0.0174
704.00,0.0268
708.00,0.0382
712.00,0.0425
716.00,0.0325
720.00,0.0296
724.00,0.0182
728.00,0.0157
732.00,0.0079
736.00,0.0093
740.00,0.0037
744.00,0.0052
748.00,0.0032
752.00,0.0026
756.00,0.0014
760.00,0.0022
764.00,0.0000
768.00,0.0046
772.00,0.0047
776.00,0.0006
780.00,0.0000
784.00,0.0000
788.00,0.0043
792.00,0.0033
796.00,0.0006
800.00,0.0040
804.00,0.0000
808.00,0.0000
812.00,0.0027
816.00,0.0011
820.00,0.0000
824.00,0.0000
828.00,0.0033
832.00,0.0023
836.00,0.0000
840.00,0.0031
844.00,0.0014
848.00,0.0022
852.00,0.0041
856.00,0.0000
860.00,0.0035
864.00,0.0035
868.00,0.0037
872.00,0.0062
876.00,0.0035
880.00,0.0001
884.00,0.0068
888.00,0.0000
892.00,0.0006
896.00,0.0000
900.00,0.0017
904.00,0.0051
908.00,0.0058
912.00,0.0036
916.00,0.0006
920.00,0.0009
924.00,0.0009
928.00,0.0054
932.00,0.0003
936.00,0.0054
940.00,0.0030
944.00,0.0038
948.00,0.0077
952.00,0.0023
956.00,0.0086
960.00,0.0001
964.00,0.0021
968.00,0.0002
972.00,0.0029
976.00,0.0070
980.00,0.0078
984.00,0.0071
988.00,0.0075
992.00,0.0040
996.00,0.0042
1000.00,0.0095
1004.00,0.0133
1008.00,0.0095
1012.00,0.0080
1016.00,0.0086
1020.00,0.0126
1024.00,0.0209
1028.00,0.0182
1032.00,0.0186
1036.00,0.0233
1040.00,0.0281
1044.00,0.0358
1048.00,0.0406
1052.00,0.0500
1056.00,0.0659
1060.00,0.0879
1064.00,0.1189
1068.00,0.1666
1072.00,0.2449
1076.00,0.3855
1080.00,0.6378
1084.00,0.9420
1088.00,0.9375
1092.00,0.6408
1096.00,0.3886
1100.00,0.2446
1104.00,0.1682
1108.00,0.1175
1112.00,0.0904
1116.00,0.0638
1120.00,0.0557
1124.00,0.0451
1128.00,0.0266
1132.00,0.0292
1136.00,0.0294
1140.00,0.0237
1144.00,0.0175
1148.00,0.0158
1152.00,0.0108
1156.00,0.0135
1160.00,0.0065
1164.00,0.0076
1168.00,0.0126
1172.00,0.0086
1176.00,0.0069
1180.00,0.0069
1184.00,0.0144
1188.00,0.0091
1192.00,0.0035
1196.00,0.0100
1200.00,0.0047
1204.00,0.0067
1208.00,0.0027
1212.00,0.0014
1216.00,0.0061
1220.00,0.0014
1224.00,0.0012
1228.00,0.0057
1232.00,0.0000
1236.00,0.0000
1240.00,0.0043
1244.00,0.0000
1248.00,0.0003
1252.00,0.0013
1256.00,0.0000
1260.00,0.0000
1264.00,0.0039
1268.00,0.0028
1272.00,0.0000
1276.00,0.0033
1280.00,0.0060
1284.00,0.0000
1288.00,0.0018
1292.00,0.0071
1296.00,0.0032
1300.00,0.0037
1304.00,0.0008
1308.00,0.0000
1312.00,0.0045
1316.00,0.0031
1320.00,0.0010
1324.00,0.0000
1328.00,0.0000
1332.00,0.0015
1336.00,0.0000
1340.00,0.0006
1344.00,0.0029
1348.00,0.0033
1352.00,0.0030
1356.00,0.0073
1360.00,0.0042
1364.00,0.0000
1368.00,0.0000
1372.00,0.0074
1376.00,0.0000
1380.00,0.0006
1384.00,0.0057
1388.00,0.0056
1392.00,0.0005
1396.00,0.0014
1400.00,0.0000
1404.00,0.0000
1408.00,0.0000
1412.00,0.0006
1416.00,0.0000
1420.00,0.0010
1424.00,0.0068
1428.00,0.0019
1432.00,0.0014
1436.00,0.0005
1440.00,0.0000
1444.00,0.0040
1448.00,0.0000
1452.00,0.0001
1456.00,0.0000
1460.00,0.0007
1464.00,0.0008
1468.00,0.0031
1472.00,0.0038
1476.00,0.0023
1480.00,0.0050
1484.00,0.0049
1488.00,0.0013
1492.00,0.0015
1496.00,0.0000
1500.00,0.0013
1504.00,0.0004
1508.00,0.0000
1512.00,0.0000
1516.00,0.0031
1520.00,0.0000
1524.00,0.0040
1528.00,0.0017
1532.00,0.0000
1536.00,0.0000
1540.00,0.0027
1544.00,0.0000
1548.00,0.0061
1552.00,0.0000
1556.00,0.0000
1560.00,0.0037
1564.00,0.0025
1568.00,0.0040
1572.00,0.0032
1576.00,0.0013
1580.00,0.0000
1584.00,0.0000
1588.00,0.0008
1592.00,0.0002
1596.00,0.0000
1600.00,0.0032
1604.00,0.0051
1608.00,0.0044
1612.00,0.0000
1616.00,0.0015
1620.00,0.0000
1624.00,0.0050
1628.00,0.0000
1632.00,0.0014
1636.00,0.0035
1640.00,0.0039
1644.00,0.0012
1648.00,0.0000
1652.00,0.0000
1656.00,0.0000
1660.00,0.0012
1664.00,0.0030
1668.00,0.0021
1672.00,0.0062
1676.00,0.0021
1680.00,0.0000
1684.00,0.0048
1688.00,0.0000
1692.00,0.0010
1696.00,0.0007
1700.00,0.0000
1704.00,0.0010
1708.00,0.0010
1712.00,0.0000
1716.00,0.0000
1720.00,0.0000
1724.00,0.0004
1728.00,0.0044
1732.00,0.0000
1736.00,0.0000
1740.00,0.0000
1744.00,0.0059
1748.00,0.0000
1752.00,0.0025
1756.00,0.0005
1760.00,0.0056
1764.00,0.0039
1768.00,0.0000
1772.00,0.0000
1776.00,0.0042
1780.00,0.0043
1784.00,0.0000
1788.00,0.0022
1792.00,0.0000
1796.00,0.0000
1800.00,0.0000
1804.00,0.0028
1808.00,0.0009
1812.00,0.0015
1816.00,0.0042
1820.00,0.0020
1824.00,0.0018
1828.00,0.0022
1832.00,0.0000
1836.00,0.0000
1840.00,0.0000
1844.00,0.0000
1848.00,0.0000
1852.00,0.0031
1856.00,0.0059
1860.00,0.0000
1864.00,0.0006
1868.00,0.0000
1872.00,0.0016
1876.00,0.0018
1880.00,0.0011
1884.00,0.0000
1888.00,0.0012
1892.00,0.0026
1896.00,0.0000
1900.00,0.0057
1904.00,0.0000
1908.00,0.0000
1912.00,0.0009
1916.00,0.0000
1920.00,0.0000
1924.00,0.0000
1928.00,0.0046
1932.00,0.0058
1936.00,0.0000
1940.00,0.0027
1944.00,0.0005
1948.00,0.0009
1952.00,0.0037
1956.00,0.0025
1960.00,0.0005
1964.00,0.0000
1968.00,0.0000
1972.00,0.0000
1976.00,0.0010
1980.00,0.0015
1984.00,0.0023
1988.00,0.0029
1992.00,0.0000
1996.00,0.0026
2000.00,0.0000
2004.00,0.0032
2008.00,0.0010
2012.00,0.0019
2016.00,0.0000
2020.00,0.0009
2024.00,0.0000
2028.00,0.0032
2032.00,0.0000
2036.00,0.0000
2040.00,0.0031
2044.00,0.0048
2048.00,0.0000
2052.00,0.0035
2056.00,0.0000
2060.00,0.0000
2064.00,0.0000
2068.00,0.0010
2072.00,0.0004
2076.00,0.0004
2080.00,0.0009
2084.00,0.0007
2088.00,0.0000
2092.00,0.0000
2096.00,0.0000
2100.00,0.0000
2104.00,0.0000
2108.00,0.0000
2112.00,0.0000
2116.00,0.0003
2120.00,0.0009
2124.00,0.0000
2128.00,0.0000
2132.00,0.0016
2136.00,0.0024
2140.00,0.0020
2144.00,0.0000
2148.00,0.0000
2152.00,0.0021
2156.00,0.0015
2160.00,0.0020
2164.00,0.0009
2168.00,0.0000
2172.00,0.0035
2176.00,0.0000
2180.00,0.0028
2184.00,0.0000
2188.00,0.0000
2192.00,0.0000
2196.00,0.0035
2200.00,0.0000
2204.00,0.0000
2208.00,0.0000
2212.00,0.0000
2216.00,0.0000
2220.00,0.0013
2224.00,0.0023
2228.00,0.0000
2232.00,0.0015
2236.00,0.0000
2240.00,0.0000
2244.00,0.0004
2248.00,0.0043
2252.00,0.0015
2256.00,0.0000
2260.00,0.0015
2264.00,0.0000
2268.00,0.0000
2272.00,0.0000
2276.00,0.0000
2280.00,0.0000
2284.00,0.0000
2288.00,0.0000
2292.00,0.0000
2296.00,0.0004
2300.00,0.0006
2304.00,0.0062
2308.00,0.0000
2312.00,0.0029
2316.00,0.0034
2320.00,0.0000
2324.00,0.0003
2328.00,0.0000
2332.00,0.0051
2336.00,0.0000
2340.00,0.0000
2344.00,0.0040
2348.00,0.0000
2352.00,0.0000
2356.00,0.0007
2360.00,0.0015
2364.00,0.0016
2368.00,0.0008
2372.00,0.0022
2376.00,0.0027
2380.00,0.0000
2384.00,0.0000
2388.00,0.0025
2392.00,0.0014
2396.00,0.0007
2400.00,0.0019
2404.00,0.0027
2408.00,0.0000
2412.00,0.0000
2416.00,0.0000
2420.00,0.0053
2424.00,0.0000
2428.00,0.0000
2432.00,0.0000
2436.00,0.0030
2440.00,0.0000
2444.00,0.0000
2448.00,0.0035
2452.00,0.0032
2456.00,0.0012
2460.00,0.0000
2464.00,0.0050
2468.00,0.0000
2472.00,0.0028
2476.00,0.0015
2480.00,0.0017
2484.00,0.0008
2488.00,0.0006
2492.00,0.0027
2496.00,0.0000
2500.00,0.0000
2504.00,0.0005
2508.00,0.0002
2512.00,0.0005
2516.00,0.0045
2520.00,0.0000
2524.00,0.0022
2528.00,0.0011
2532.00,0.0067
2536.00,0.0000
2540.00,0.0000
2544.00,0.0000
2548.00,0.0038
2552.00,0.0000
2556.00,0.0047
2560.00,0.0045
2564.00,0.0025
2568.00,0.0013
2572.00,0.0000
2576.00,0.0005
2580.00,0.0000
2584.00,0.0000
2588.00,0.0006
2592.00,0.0000
2596.00,0.0027
2600.00,0.0000
2604.00,0.0000
2608.00,0.0000
2612.00,0.0000
2616.00,0.0000
2620.00,0.0036
2624.00,0.0015
2628.00,0.0010
2632.00,0.0000
2636.00,0.0067
2640.00,0.0000
2644.00,0.0069
2648.00,0.0000
2652.00,0.0000
2656.00,0.0074
2660.00,0.0000
2664.00,0.0012
2668.00,0.0000
2672.00,0.0000
2676.00,0.0061
2680.00,0.0000
2684.00,0.0026
2688.00,0.0031
2692.00,0.0000
2696.00,0.0000
2700.00,0.0000
2704.00,0.0000
2708.00,0.0007
2712.00,0.0010
2716.00,0.0000
2720.00,0.0000
2724.00,0.0028
2728.00,0.0022
2732.00,0.0011
2736.00,0.0000
2740.00,0.0022
2744.00,0.0005
2748.00,0.0000
2752.00,0.0000
2756.00,0.0035
2760.00,0.0052
2764.00,0.0000
2768.00,0.0000
2772.00,0.0017
2776.00,0.0000
2780.00,0.0021
2784.00,0.0000
2788.00,0.0063
2792.00,0.0003
2796.00,0.0026
2800.00,0.0000
2804.00,0.0000
2808.00,0.0004
2812.00,0.0008
2816.00,0.0021
2820.00,0.0000
2824.00,0.0000
2828.00,0.0000
2832.00,0.0016
2836.00,0.0020
2840.00,0.0000
2844.00,0.0000
2848.00,0.0000
2852.00,0.0000
2856.00,0.0006
2860.00,0.0024
2864.00,0.0000
2868.00,0.0000
2872.00,0.0000
2876.00,0.0039
2880.00,0.0060
2884.00,0.0008
2888.00,0.0000
2892.00,0.0000
2896.00,0.0000
2900.00,0.0000
2904.00,0.0007
2908.00,0.0007
2912.00,0.0000
2916.00,0.0000
2920.00,0.0000
2924.00,0.0004
2928.00,0.0000
2932.00,0.0037
2936.00,0.0000
2940.00,0.0048
2944.00,0.0000
2948.00,0.0007
2952.00,0.0007
2956.00,0.0000
2960.00,0.0000
2964.00,0.0000
2968.00,0.0043
2972.00,0.0000
2976.00,0.0000
2980.00,0.0000
2984.00,0.0000
2988.00,0.0000
2992.00,0.0000
2996.00,0.0000
3000.00,0.0000
3004.00,0.0005
3008.00,0.0020
3012.00,0.0011
3016.00,0.0010
3020.00,0.0048
3024.00,0.0031
3028.00,0.0000
3032.00,0.0000
3036.00,0.0000
3040.00,0.0000
3044.00,0.0022
3048.00,0.0000
3052.00,0.0000
3056.00,0.0037
3060.00,0.0000
3064.00,0.0000
3068.00,0.0016
3072.00,0.0001
3076.00,0.0000
3080.00,0.0000
3084.00,0.0023
3088.00,0.0010
3092.00,0.0009
3096.00,0.0009
3100.00,0.0004
3104.00,0.0000
3108.00,0.0000
3112.00,0.0012
3116.00,0.0000
3120.00,0.0022
3124.00,0.0010
3128.00,0.0000
3132.00,0.0000
3136.00,0.0000
3140.00,0.0012
3144.00,0.0000
3148.00,0.0033
3152.00,0.0012
3156.00,0.0000
3160.00,0.0000
3164.00,0.0007
3168.00,0.0021
3172.00,0.0019
3176.00,0.0000
3180.00,0.0004
3184.00,0.0000
3188.00,0.0023
3192.00,0.0000
3196.00,0.0017
3200.00,0.0000
3204.00,0.0013
3208.00,0.0007
3212.00,0.0000
3216.00,0.0000
3220.00,0.0044
3224.00,0.0026
3228.00,0.0001
3232.00,0.0013
3236.00,0.0000
3240.00,0.0015
3244.00,0.0044
3248.00,0.0000
3252.00,0.0076
3256.00,0.0000
3260.00,0.0024
3264.00,0.0000
3268.00,0.0011
3272.00,0.0000
3276.00,0.0000
3280.00,0.0000
3284.00,0.0000
3288.00,0.0000
3292.00,0.0028
3296.00,0.0000
3300.00,0.0000
3304.00,0.0001
3308.00,0.0000
3312.00,0.0000
3316.00,0.0004
3320.00,0.0000
3324.00,0.0010
3328.00,0.0000
3332.00,0.0000
3336.00,0.0000
3340.00,0.0029
3344.00,0.0037
3348.00,0.0000
3352.00,0.0000
3356.00,0.0000
3360.00,0.0000
3364.00,0.0000
3368.00,0.0000
3372.00,0.0000
3376.00,0.0000
3380.00,0.0041
3384.00,0.0030
3388.00,0.0035
3392.00,0.0000
3396.00,0.0007
3400.00,0.0000
3404.00,0.0044
3408.00,0.0000
3412.00,0.0000
3416.00,0.0040
3420.00,0.0070
3424.00,0.0000
3428.00,0.0000
3432.00,0.0000
3436.00,0.0048
3440.00,0.0009
3444.00,0.0000
3448.00,0.0025
3452.00,0.0017
3456.00,0.0000
3460.00,0.0000
3464.00,0.0021
3468.00,0.0007
3472.00,0.0014
3476.00,0.0035
3480.00,0.0034
3484.00,0.0022
3488.00,0.0017
3492.00,0.0000
3496.00,0.0000
3500.00,0.0023
3504.00,0.0018
3508.00,0.0015
3512.00,0.0024
3516.00,0.0000
3520.00,0.0016
3524.00,0.0000
3528.00,0.0002
3532.00,0.0026
3536.00,0.0000
3540.00,0.0055
3544.00,0.0032
3548.00,0.0039
3552.00,0.0000
3556.00,0.0000
3560.00,0.0000
3564.00,0.0016
3568.00,0.0000
3572.00,0.0020
3576.00,0.0004
3580.00,0.0000
3584.00,0.0027
3588.00,0.0038
3592.00,0.0000
3596.00,0.0015
3600.00,0.0005
3604.00,0.0008
3608.00,0.0000
3612.00,0.0000
3616.00,0.0040
3620.00,0.0000
3624.00,0.0000
3628.00,0.0019
3632.00,0.0005
3636.00,0.0000
3640.00,0.0000
3644.00,0.0000
3648.00,0.0000
3652.00,0.0018
3656.00,0.0000
3660.00,0.0010
3664.00,0.0043
3668.00,0.0006
3672.00,0.0000
3676.00,0.0000
3680.00,0.0001
3684.00,0.0000
3688.00,0.0035
3692.00,0.0000
3696.00,0.0046
3700.00,0.0000
3704.00,0.0000
3708.00,0.0000
3712.00,0.0023
3716.00,0.0000
3720.00,0.0000
3724.00,0.0000
3728.00,0.0000
3732.00,0.0000
3736.00,0.0013
3740.00,0.0000
3744.00,0.0033
3748.00,0.0000
3752.00,0.0027
3756.00,0.0000
3760.00,0.0000
3764.00,0.0019
3768.00,0.0000
3772.00,0.0000
3776.00,0.0000
3780.00,0.0000
3784.00,0.0000
3788.00,0.0039
3792.00,0.0027
3796.00,0.0000
3800.00,0.0000
3804.00,0.0000
3808.00,0.0000
3812.00,0.0010
3816.00,0.0000
3820.00,0.0000
3824.00,0.0008
3828.00,0.0000
3832.00,0.0055
3836.00,0.0018
3840.00,0.0000
3844.00,0.0003
3848.00,0.0000
3852.00,0.0000
3856.00,0.0000
3860.00,0.0031
3864.00,0.0000
3868.00,0.0000
3872.00,0.0000
3876.00,0.0000
3880.00,0.0000
3884.00,0.0000
3888.00,0.0041
3892.00,0.0044
3896.00,0.0000
3900.00,0.0015
3904.00,0.0000
3908.00,0.0007
3912.00,0.0043
3916.00,0.0000
3920.00,0.0051
3924.00,0.0000
3928.00,0.0000
3932.00,0.0053
3936.00,0.0008
3940.00,0.0000
3944.00,0.0006
3948.00,0.0000
3952.00,0.0000
3956.00,0.0000
3960.00,0.0009
3964.00,0.0000
3968.00,0.0000
3972.00,0.0000
3976.00,0.0012
3980.00,0.0000
3984.00,0.0000
3988.00,0.0000
3992.00,0.0000
3996.00,0.0024
4000.00,0.0028
