wavenumber,intensity
908.00,0.0071
912.00,0.0056
916.00,0.0112
920.00,0.0128
924.00,0.0034
928.00,0.0163
932.00,0.0105
936.00,0.0108
940.00,0.0161
944.00,0.0113
948.00,0.0178
952.00,0.0170
956.00,0.0208
960.00,0.0257
964.00,0.0286
968.00,0.0327
972.00,0.0456
976.00,0.0530
980.00,0.0664
984.00,0.0878
988.00,0.1077
992.00,0.1704
996.00,0.2691
1000.00,0.4448
1004.00,0.8423
1008.00,1.2396
1012.00,1.1619
1016.00,1.1410
1020.00,0.8379
1024.00,0.4589
1028.00,0.2667
1032.00,0.1709
1036.00,0.1198
1040.00,0.0840
1044.00,0.0572
1048.00,0.0531
1052.00,0.0460
1056.00,0.0322
1060.00,0.0314
1064.00,0.0192
1068.00,0.0182
1072.00,0.0138
1076.00,0.0163
1080.00,0.0098
1084.00,0.0188
1088.00,0.0133
1092.00,0.0104
1096.00,0.0120
1100.00,0.0132
1104.00,0.0092
1108.00,0.0040
1112.00,0.0069
1116.00,0.0044
1120.00,0.0076
1124.00,0.0038
1128.00,0.0052
1132.00,0.0085
1136.00,0.0013
1140.00,0.0035
1144.00,0.0029
1148.00,0.0013
1152.00,0.0129
1156.00,0.0076
1160.00,0.0006
1164.00,0.0005
1168.00,0.0040
1172.00,0.0073
1176.00,0.0021
1180.00,0.0055
1184.00,0.0000
1188.00,0.0037
1192.00,0.0070
1196.00,0.0026
1200.00,0.0000
1204.00,0.0060
1208.00,0.0000
1212.00,0.0006
1216.00,0.0039
1220.00,0.0000
1224.00,0.0114
1228.00,0.0007
1232.00,0.0000
1236.00,0.0055
1240.00,0.0027
1244.00,0.0011
1248.00,0.0031
1252.00,0.0036
1256.00,0.0008
1260.00,0.0037
1264.00,0.0026
1268.00,0.0046
1272.00,0.0000
1276.00,0.0000
1280.00,0.0033
1284.00,0.0036
1288.00,0.0008
1292.00,0.0013
1296.00,0.0044
1300.00,0.0000
1304.00,0.0000
1308.00,0.0038
1312.00,0.0022
1316.00,0.0000
1320.00,0.0000
1324.00,0.0000
1328.00,0.0000
1332.00,0.0056
1336.00,0.0009
1340.00,0.0000
1344.00,0.0026
1348.00,0.0026
1352.00,0.0004
1356.00,0.0003
1360.00,0.0025
1364.00,0.0034
1368.00,0.0002
1372.00,0.0000
1376.00,0.0000
1380.00,0.0042
1384.00,0.0034
1388.00,0.0000
1392.00,0.0111
1396.00,0.0099
1400.00,0.0000
1404.00,0.0043
1408.00,0.0000
1412.00,0.0006
1416.00,0.0062
1420.00,0.0033
1424.00,0.0000
1428.00,0.0023
1432.00,0.0000
1436.00,0.0000
1440.00,0.0005
1444.00,0.0000
1448.00,0.0063
1452.00,0.0009
1456.00,0.0051
1460.00,0.0008
1464.00,0.0010
1468.00,0.0010
1472.00,0.0077
1476.00,0.0064
1480.00,0.0000
1484.00,0.0000
1488.00,0.0066
1492.00,0.0000
1496.00,0.0072
1500.00,0.0027
1504.00,0.0000
1508.00,0.0000
1512.00,0.0005
1516.00,0.0068
1520.00,0.0012
1524.00,0.0024
1528.00,0.0021
1532.00,0.0000
1536.00,0.0018
1540.00,0.0000
1544.00,0.0000
1548.00,0.0000
1552.00,0.0000
1556.00,0.0000
1560.00,0.0010
1564.00,0.0000
1568.00,0.0000
1572.00,0.0000
1576.00,0.0000
1580.00,0.0022
1584.00,0.0000
1588.00,0.0017
1592.00,0.0000
1596.00,0.0047
1600.00,0.0000
1604.00,0.0000
1608.00,0.0004
1612.00,0.0019
1616.00,0.0000
1620.00,0.0027
1624.00,0.0000
1628.00,0.0000
1632.00,0.0034
1636.00,0.0020
1640.00,0.0000
1644.00,0.0014
1648.00,0.0068
1652.00,0.0000
1656.00,0.0012
1660.00,0.0007
1664.00,0.0028
1668.00,0.0000
1672.00,0.0062
1676.00,0.0034
1680.00,0.0089
1684.00,0.0005
1688.00,0.0000
1692.00,0.0000
1696.00,0.0000
1700.00,0.0000
1704.00,0.0000
1708.00,0.0000
1712.00,0.0000
1716.00,0.0000
1720.00,0.0098
1724.00,0.0060
1728.00,0.0009
1732.00,0.0029
1736.00,0.0000
1740.00,0.0000
1744.00,0.0020
1748.00,0.0000
1752.00,0.0061
1756.00,0.0030
1760.00,0.0000
1764.00,0.0000
1768.00,0.0007
1772.00,0.0047
1776.00,0.0000
1780.00,0.0000
1784.00,0.0091
1788.00,0.0003
1792.00,0.0000
1796.00,0.0094
1800.00,0.0000
1804.00,0.0000
1808.00,0.0005
1812.00,0.0000
1816.00,0.0000
1820.00,0.0037
1824.00,0.0000
1828.00,0.0020
1832.00,0.0000
1836.00,0.0000
1840.00,0.0000
1844.00,0.0000
1848.00,0.0067
1852.00,0.0029
1856.00,0.0027
1860.00,0.0001
1864.00,0.0000
1868.00,0.0000
1872.00,0.0000
1876.00,0.0021
1880.00,0.0000
1884.00,0.0009
1888.00,0.0101
1892.00,0.0001
1896.00,0.0000
1900.00,0.0061
1904.00,0.0000
1908.00,0.0000
1912.00,0.0069
1916.00,0.0018
1920.00,0.0000
1924.00,0.0005
1928.00,0.0054
1932.00,0.0000
1936.00,0.0009
1940.00,0.0093
1944.00,0.0000
1948.00,0.0000
1952.00,0.0000
1956.00,0.0000
1960.00,0.0000
1964.00,0.0067
1968.00,0.0009
1972.00,0.0003
1976.00,0.0022
1980.00,0.0007
1984.00,0.0000
1988.00,0.0027
1992.00,0.0022
1996.00,0.0016
2000.00,0.0029
2004.00,0.0043
2008.00,0.0053
2012.00,0.0000
2016.00,0.0000
2020.00,0.0000
2024.00,0.0000
2028.00,0.0015
2032.00,0.0000
2036.00,0.0026
2040.00,0.0000
2044.00,0.0000
2048.00,0.0000
2052.00,0.0000
2056.00,0.0013
2060.00,0.0000
2064.00,0.0059
2068.00,0.0000
2072.00,0.0082
2076.00,0.0000
2080.00,0.0033
2084.00,0.0022
2088.00,0.0000
2092.00,0.0000
2096.00,0.0000
2100.00,0.0049
2104.00,0.0033
2108.00,0.0033
2112.00,0.0057
2116.00,0.0019
2120.00,0.0000
2124.00,0.0034
2128.00,0.0027
2132.00,0.0053
2136.00,0.0019
2140.00,0.0024
2144.00,0.0039
2148.00,0.0001
2152.00,0.0000
2156.00,0.0000
2160.00,0.0005
2164.00,0.0043
2168.00,0.0025
2172.00,0.0000
2176.00,0.0010
2180.00,0.0000
2184.00,0.0000
2188.00,0.0031
2192.00,0.0000
2196.00,0.0041
2200.00,0.0000
2204.00,0.0017
2208.00,0.0000
2212.00,0.0000
2216.00,0.0000
2220.00,0.0033
2224.00,0.0000
2228.00,0.0005
2232.00,0.0000
2236.00,0.0000
2240.00,0.0069
2244.00,0.0000
2248.00,0.0000
2252.00,0.0000
2256.00,0.0000
2260.00,0.0000
2264.00,0.0000
2268.00,0.0027
2272.00,0.0009
2276.00,0.0000
2280.00,0.0056
2284.00,0.0042
2288.00,0.0002
2292.00,0.0030
2296.00,0.0065
2300.00,0.0016
2304.00,0.0000
2308.00,0.0005
2312.00,0.0008
2316.00,0.0011
2320.00,0.0044
2324.00,0.0013
2328.00,0.0000
2332.00,0.0000
2336.00,0.0000
2340.00,0.0014
2344.00,0.0000
2348.00,0.0014
2352.00,0.0000
2356.00,0.0000
2360.00,0.0039
2364.00,0.0016
2368.00,0.0000
2372.00,0.0000
2376.00,0.0000
2380.00,0.0000
2384.00,0.0000
2388.00,0.0000
2392.00,0.0041
2396.00,0.0029
2400.00,0.0000
2404.00,0.0000
2408.00,0.0000
2412.00,0.0012
2416.00,0.0002
2420.00,0.0000
2424.00,0.0045
2428.00,0.0000
2432.00,0.0000
2436.00,0.0022
2440.00,0.0011
2444.00,0.0042
2448.00,0.0000
2452.00,0.0000
2456.00,0.0026
2460.00,0.0006
2464.00,0.0031
2468.00,0.0028
2472.00,0.0028
2476.00,0.0000
2480.00,0.0000
2484.00,0.0000
2488.00,0.0000
2492.00,0.0006
2496.00,0.0058
2500.00,0.0079
2504.00,0.0000
2508.00,0.0000
2512.00,0.0000
2516.00,0.0000
2520.00,0.0000
2524.00,0.0000
2528.00,0.0015
2532.00,0.0000
2536.00,0.0000
2540.00,0.0000
2544.00,0.0027
2548.00,0.0031
2552.00,0.0024
2556.00,0.0000
2560.00,0.0000
2564.00,0.0000
2568.00,0.0018
2572.00,0.0000
2576.00,0.0000
2580.00,0.0021
2584.00,0.0080
2588.00,0.0000
2592.00,0.0018
2596.00,0.0000
2600.00,0.0000
2604.00,0.0000
2608.00,0.0000
2612.00,0.0000
2616.00,0.0020
2620.00,0.0000
2624.00,0.0000
2628.00,0.0021
2632.00,0.0019
2636.00,0.0000
2640.00,0.0000
2644.00,0.0000
2648.00,0.0027
2652.00,0.0000
2656.00,0.0037
2660.00,0.0000
2664.00,0.0033
2668.00,0.0002
2672.00,0.0000
2676.00,0.0033
2680.00,0.0031
2684.00,0.0023
2688.00,0.0000
2692.00,0.0041
2696.00,0.0046
2700.00,0.0000
2704.00,0.0006
2708.00,0.0000
2712.00,0.0000
2716.00,0.0038
2720.00,0.0000
2724.00,0.0014
2728.00,0.0000
2732.00,0.0063
2736.00,0.0007
2740.00,0.0000
2744.00,0.0000
2748.00,0.0018
2752.00,0.0025
2756.00,0.0019
2760.00,0.0049
2764.00,0.0011
2768.00,0.0000
2772.00,0.0000
2776.00,0.0010
2780.00,0.0000
2784.00,0.0015
2788.00,0.0013
2792.00,0.0062
2796.00,0.0000
2800.00,0.0000
2804.00,0.0000
2808.00,0.0000
2812.00,0.0021
2816.00,0.0000
2820.00,0.0000
2824.00,0.0000
2828.00,0.0000
2832.00,0.0025
2836.00,0.0044
2840.00,0.0049
2844.00,0.0029
2848.00,0.0014
2852.00,0.0000
2856.00,0.0014
2860.00,0.0058
2864.00,0.0007
2868.00,0.0030
2872.00,0.0003
2876.00,0.0020
2880.00,0.0000
2884.00,0.0000
2888.00,0.0000
2892.00,0.0000
2896.00,0.0035
2900.00,0.0092
2904.00,0.0000
2908.00,0.0000
2912.00,0.0016
2916.00,0.0063
2920.00,0.0006
2924.00,0.0051
2928.00,0.0003
2932.00,0.0012
2936.00,0.0000
2940.00,0.0016
2944.00,0.0000
2948.00,0.0000
2952.00,0.0000
2956.00,0.0026
2960.00,0.0089
2964.00,0.0000
2968.00,0.0000
2972.00,0.0000
2976.00,0.0020
2980.00,0.0041
2984.00,0.0003
2988.00,0.0000
2992.00,0.0000
2996.00,0.0028
3000.00,0.0007
3004.00,0.0000
3008.00,0.0000
3012.00,0.0000
3016.00,0.0000
3020.00,0.0000
3024.00,0.0034
3028.00,0.0000
3032.00,0.0000
3036.00,0.0000
3040.00,0.0031
3044.00,0.0000
3048.00,0.0005
3052.00,0.0026
3056.00,0.0005
3060.00,0.0000
3064.00,0.0034
3068.00,0.0020
3072.00,0.0010
3076.00,0.0000
3080.00,0.0012
3084.00,0.0000
3088.00,0.0062
3092.00,0.0017
3096.00,0.0024
3100.00,0.0000
3104.00,0.0000
3108.00,0.0033
3112.00,0.0000
3116.00,0.0000
3120.00,0.0000
3124.00,0.0000
3128.00,0.0034
3132.00,0.0000
3136.00,0.0000
3140.00,0.0046
3144.00,0.0000
3148.00,0.0048
3152.00,0.0050
3156.00,0.0000
3160.00,0.0002
3164.00,0.0021
3168.00,0.0049
3172.00,0.0000
3176.00,0.0005
3180.00,0.0040
3184.00,0.0000
3188.00,0.0034
3192.00,0.0054
3196.00,0.0000
3200.00,0.0025
3204.00,0.0017
3208.00,0.0000
3212.00,0.0021
3216.00,0.0007
3220.00,0.0000
3224.00,0.0004
3228.00,0.0000
3232.00,0.0034
3236.00,0.0035
3240.00,0.0049
3244.00,0.0025
3248.00,0.0030
3252.00,0.0003
3256.00,0.0049
3260.00,0.0002
3264.00,0.0048
3268.00,0.0011
3272.00,0.0001
3276.00,0.0046
3280.00,0.0094
3284.00,0.0067
3288.00,0.0021
3292.00,0.0000
3296.00,0.0000
3300.00,0.0056
3304.00,0.0055
3308.00,0.0000
3312.00,0.0050
3316.00,0.0101
3320.00,0.0064
3324.00,0.0070
3328.00,0.0034
3332.00,0.0111
3336.00,0.0067
3340.00,0.0082
3344.00,0.0158
3348.00,0.0092
3352.00,0.0139
3356.00,0.0167
3360.00,0.0207
3364.00,0.0282
3368.00,0.0264
3372.00,0.0337
3376.00,0.0384
3380.00,0.0419
3384.00,0.0652
3388.00,0.0818
3392.00,0.1085
3396.00,0.1329
3400.00,0.1742
3404.00,0.2083
3408.00,0.2099
3412.00,0.1755
3416.00,0.1405
3420.00,0.1041
3424.00,0.0832
3428.00,0.0645
3432.00,0.0599
3436.00,0.0469
3440.00,0.0432
3444.00,0.0438
3448.00,0.0395
3452.00,0.0448
3456.00,0.0429
3460.00,0.0512
3464.00,0.0522
3468.00,0.0673
3472.00,0.0785
3476.00,0.1045
3480.00,0.1366
3484.00,0.1824
3488.00,0.1977
3492.00,0.2084
3496.00,0.1762
3500.00,0.1385
3504.00,0.1013
3508.00,0.0821
3512.00,0.0681
3516.00,0.0518
3520.00,0.0402
3524.00,0.0321
3528.00,0.0291
3532.00,0.0230
3536.00,0.0185
3540.00,0.0200
3544.00,0.0134
3548.00,0.0163
3552.00,0.0194
3556.00,0.0139
3560.00,0.0075
3564.00,0.0078
3568.00,0.0117
3572.00,0.0040
3576.00,0.0135
3580.00,0.0053
3584.00,0.0061
3588.00,0.0068
3592.00,0.0170
3596.00,0.0042
3600.00,0.0021
3604.00,0.0025
3608.00,0.0062
3612.00,0.0099
3616.00,0.0000
3620.00,0.0018
3624.00,0.0022
3628.00,0.0014
3632.00,0.0083
3636.00,0.0059
3640.00,0.0077
3644.00,0.0005
3648.00,0.0000
3652.00,0.0019
3656.00,0.0000
3660.00,0.0028
3664.00,0.0058
3668.00,0.0000
3672.00,0.0045
3676.00,0.0097
3680.00,0.0000
3684.00,0.0028
3688.00,0.0000
3692.00,0.0000
3696.00,0.0018
3700.00,0.0082
3704.00,0.0073
3708.00,0.0017
3712.00,0.0051
3716.00,0.0000
3720.00,0.0000
3724.00,0.0002
3728.00,0.0032
3732.00,0.0000
3736.00,0.0000
3740.00,0.0000
3744.00,0.0031
3748.00,0.0023
3752.00,0.0000
3756.00,0.0044
3760.00,0.0003
3764.00,0.0000
3768.00,0.0000
3772.00,0.0000
3776.00,0.0014
3780.00,0.0034
3784.00,0.0026
3788.00,0.0107
3792.00,0.0000
3796.00,0.0000
3800.00,0.0074
3804.00,0.0065
3808.00,0.0000
3812.00,0.0004
3816.00,0.0000
3820.00,0.0026
3824.00,0.0000
3828.00,0.0035
3832.00,0.0042
3836.00,0.0080
3840.00,0.0000
3844.00,0.0034
3848.00,0.0044
3852.00,0.0014
3856.00,0.0066
3860.00,0.0021
3864.00,0.0010
3868.00,0.0084
3872.00,0.0000
3876.00,0.0049
3880.00,0.0000
3884.00,0.0027
3888.00,0.0035
3892.00,0.0040
3896.00,0.0058
3900.00,0.0000
3904.00,0.0000
3908.00,0.0012
3912.00,0.0016
3916.00,0.0001
3920.00,0.0097
3924.00,0.0008
3928.00,0.0000
3932.00,0.0000
3936.00,0.0021
3940.00,0.0000
3944.00,0.0048
3948.00,0.0037
3952.00,0.0038
3956.00,0.0035
3960.00,0.0034
3964.00,0.0000
3968.00,0.0062
3972.00,0.0045
3976.00,0.0000
3980.00,0.0020
3984.00,0.0042
3988.00,0.0057
3992.00,0.0021
3996.00,0.0035
4000.00,0.0000
